ID,Feed,Sentiment
1606,????? ?? ????? ??? ???? ???? ??? ??? ??? ??? ????? ??????? ??? ???? ????,Negative
1607,????? ?? ???????? ??? ???? ????? ????? ???????? ?????? ??? ?????? ????? 30 ????? ??????? ????? ?? ???? ????? ?????,Negative
1608,????? ?? ?? ??? ?????? ??? ??? ???? ????,Negative
1609,????? ?? ???? ???? ???????,Negative
1610,????? ?? ????? ???? ???? ??? ????? ?????? ????? ??? ?????? ??????,Negative
1611,????? ?? ????? ?? ???? ???? ???? ????,Negative
1612,????? ??? ?? ?????? ??? ??? ?? ???? ????? ?????? ? ??? ????? ?? ???? ???? ????????? ? ??? ?? ??? ?? ?? ???? ????? ???,Negative
1613,????? ???? ?? ?????? ???? ???? ????? ???? ???? ??? ???,Positive
1614,????? ???? ?? ?????,Negative
1615,????? ??? ?? ???,Negative
1616,????? ??? ??? ??? ????? ??? ??? ????? ??? ?? ?????? ??? ?????? ???? ???? ?????,Positive
1617,??????? ?????,Negative
1618,?????? ???????? ?????? ???????? ?????? ??????,Positive
1619,??? ????? ???????? ??????,Positive
1620,???? 100% ?? ????? ??? ?? ?????,Negative
1621,???? ?? ??? ?????? ??????? ?? ??????,Negative
1622,???? ?? ????? ???? ???? ??????? ??????? ????? ?????? ?? ????? ????? ?????? ??? ?? ???? ??? ??? ???,Positive
1623,???? ???? ?? ?????,Negative
1624,??? ??? ?????? ?? ?????,Negative
1625,?????? ??? ????? ???,Negative
1626,???? ???? ????? ???  ???? ??? ???? ????? ????,Negative
1627,????? ????,Negative
1628,?????? ?? ????? ?? ??? ??,Positive
1629,??? ??????? ??? ???? ????? ???? ??? ????,Negative
1630,??? ??? ????? ???? ????? ????? ?????,Positive
1631,???? ?? ???,Negative
1632,??? ???? ??????? ??? ????,Negative
1633,???? ??????? ????? ?????? ??????? ???? ?????,Negative
1634,???? ????? ???????,Negative
1635,???? ????? ??? ???? ???? ??? ?? ???? ???????? ???? ??? ????? ??? ??? ???????? ?????,Negative
1636,???? ??????? ??????: ?? ????? ????? ?????? ???????? ???? ??????? ?????? ???????,Negative
1637,???? ????? ????,Negative
1638,??????? ?????? ????,Negative
1639,?? ?????? ???,Negative
1640,?? ????? ??? ?????? ??,Negative
1641,?? ??? ???? ???? ????? ?????? ??? ???? ???,Negative
1642,?? ?????? ????? ?????? ?????? ???? ????,Negative
1643,?? ????? ??? ??,Negative
1644,?? ??????? ??? ??? ????,Negative
1645,"????? ???? ??? ????? : ?? ??????? ??? ???? ?????? ????? ?? ???? ?? ????? ? ???? ??? ??? ???? ????? ???? ???? ??? ??????? ???? .",Positive
1646,???? ???? ??? ???? ????? ???? ?? ???? ???? ?? ??? ????? ???,Negative
1647,???? ???? ??? ??????,Positive
1648,????? ???? ???? ???????,Negative
1649,????? ??? ?? ????? ???? ???? ?????? ???????,Negative
1650,??? ??? ????? ??? ??? ????? ???,Negative
1651,??? ???? ????,Negative
1652,??? ???? ????? ?? ??? ???? ????,Positive
1653,??? ???? ?? ??????? ?? ???? ???????,Negative
1654,??? ??? ?? ???? ???? ?? ????? ???? ?????,Negative
1655,??? ??? ??? ??? ???? ???????? ????????? ??????? ?? ?? ???? ??,Negative
1656,??? ?????? ???? ???? ???? ???? ???,Negative
1657,???? ???? ????????? ?????? ????? ???????? ???? ????? ?????? ??? ????? ?????? ?????,Negative
1658,??? ?????? ????,Negative
1659,??? ???? ?????,Negative
1660,???? ??? ?? ??????? ?????? ??? ??? ??????? ????? ??,Negative
1661,????? ?? ??? ????? ?? ??? ???????,Negative
1662,??? ?? ????? ????? ?????? ???? ?? ??????? ???? ???? ????? ????? ???????? ?? ????? ????,Negative
1663,????? ?? ??????? ?? ??? ????? ???? ???? ?? ?????? ??????,Positive
1664,??? ???? ??????? ????? ???? ?????????? ???? ?? ???????? ,Positive
1665,??? ??? ?????? ????? ?????? ????????,Negative
1666,??? ????? ????????? ????????? ????????? ???? ???????? ???? ?????? ????????? ?????? ?????????,Positive
1667,????? ???? ?????? ?? ?????? ???????,Positive
1668,???? ????? ????? ?????? ???? ????? ?????,Positive
1669,???? ????? ?? ????? ??? ???? ??? ??? ???? ???? ??? ?? ???? ??? ???? ????? ??,Positive
1670,????? ??? ???? ?? ???? ???? ?? ???? ??? ?? ???????? ?? ????? ????? ???? ??? ???? ????? ?? ???? ???????? ???? ??? ???????? ????? ??? ??? ?????? ??? ?? ??? ?????? ??? ?? ???? ?????,Negative
1671,????? ??? ?????? ?????? ????? ??? ????? ??? ????? ????? ????? ??????? ??? ?? ???? ??????  ???? ?????? ????? ??? ?? ?? ???? ?? ??? ???????? ???????? ?????? ???????,Negative
1672,???? ???? ???? ??? ???? ???? ??? ??? ???,Negative
1673,???? ???????? ????? ??? ???,Negative
1674,???? ?? ???? ??????? ???? ???? ?????? ?? ??? ??????,Positive
1675,?????? ????? ????? ???? ????,Positive
1676,?????? ?????? ???????,Negative
1677,??? ?????? ?????? ??? ???? ???? ???????? ???? ??? ?? ??????,Negative
1678,??? ????? ?? ??? ????? ??????,Negative
1679,??? ???? ????? ???? ?????,Negative
1680,?? ????? ??????? ??? ??? ???? ????????? ???????? ?? ????? ?? ????? ???? ????? ??? ????? ??? ??????? ?????? ?????? ?? ???????,Negative
1681,?? ????? ??? ?????,Negative
1682,?? ??? ???? ?? ????? ???????? ???? ????? ??? ???? ???+??? ????? ??? ?? ???? ???? ?? ??? ????? ?????,Negative
1683,?? ??? ??? ?? ???? ??????? ???? ????? ???????? ?????? ?????? ?????? ??? ????? ????,Negative
1684,?? ???? ???????? ?? ????,Positive
1685,?? ???? ???? ???? ?????? ??????? ????? ???????? ?????????,Positive
1686,?? ???? ????? ????? ????? ?????? ???? ??? ??????? ????? ??????,Positive
1687,?? ???? ????????? ???? ???? ????,Positive
1688,?? ???? ????? ????,Positive
1689,?? ???? ?? ????? ?? ??? ????? ???????,Positive
1690,?? ??? ??????? ???? ???? ??? ??????? ??? ???? ???? ?? ????,Negative
1691,?? ????? ??? ??? ?????? ??????? ??? ??? ?????,Negative
1692,?? ????? ????? ?? ???? ????????,Negative
1693,?? ?? ?????? ?? ????????,Positive
1694,?? ?? ?????? ????? ????????,Positive
1695,?? ?? ???? ????? ?????? ??????,Positive
1696,?? ?? ????? ?????? ????? ????? ?? ?????,Positive
1697,?? ?? ???? ???? ? ??? ?? ?????,Positive
1698,?? ?? ????? ?????? ??? ??? ????? ???? ?? ?? ?? ??????,Positive
1699,"?? ?? ?? ????? ???? ??????? ????? ? ?? ??? ??? ??? ??????? ??? ??? ? ?? ??? ????? ??? ????? ??? ?????",Positive
1700,?? ?? ?????? ?????? ???? ???????? ????? ???? ??????? ?? ???? ???? ????? ???? ???? ???? ??????? ?????????? ?????? ??????,Positive
1701,?? ?? ?? ????? ?? ????? ?? ???? ??????? ??????,Positive
1702,?? ?? ????? ???? ????? ??????? ????? ??? ???? ??? ?????? ??? ?????,Positive
1703,?? ?? ????? ??? ???? ?? ?? ???? ??? ????,Positive
1704,?? ?? ??????? ????? ???? ?? ?? ?? ??? ????,Positive
1705,?? ?? ?? ??? ???????? ???? ??? ????? ???? ???????? ????? ?????? ??????,Positive
1706,?? ?? ?????? ???????? ??? ????? ???? ???? ?? ???? ?????? ???? ?? ???? ?????? ???????,Positive
1707,?? ??? ?? ?????? ???? ????? ????????? ??????? ??? ?????,Negative
1708,?? ??? ??? ?????? ???? ???? ????,Negative
1709,?? ??? ?? ?????? ????? ??? ??????,Positive
1710,?? ???? ?? ????,Negative
1711,?? ???? ??? ?????? ???? ????? ?? ????? ??? ?????? ??? ???? ???? ??? ???? ?????,Positive
1712,?? ???? ?? ???? ?? ????? ?????? ???? ??? ?? ????? ??????? ,Positive
1713,?? ???? ???? ????? ???? ???? ??? ???? ????? ??? ?? ????? ????? ?????,Negative
1714,?? ??? ????? ?? ?????,Positive
1715,?? ???? ????? ???? ?? ???? ?????? ???????,Positive
1716,?? ???? ??? ????,Negative
1717,?? ???? ?????? ?? ???? ????????,Positive
1718,?? ??? ??? ???? ???? ??? ??????,Positive
1719,?? ??? ????? ??????? ???????? ?? ?? ???? ?? ??????,Negative
1720,?? ?????? ?? ????? ???? ???? ??? ???? ??? ??? ??? ???? ???? ???? ????,Negative
1721,?? ???? ???? ???? ???? ?????? ???? ????,Positive
1722,?? ??? ???? ????? ? ?????? ??????? ???? ????,Positive
1723,?? ???? ?????? ???? ??????? ?? ????? ?? ??,Positive
1724,?? ???? ?????? ??? ?????? ??? ???????,Positive
1725,?? ???? ?????? ???????? ??? ???? ??? ????,Positive
1726,?? ?? ???? ?????? ?? ???? ???? ??? ??????,Positive
1727,?? ??? ????? ?? ??? ?? ?????,Positive
1728,??????? ?????? ???? ????? ???,Negative
1729,??????? ??????? ???,Negative
1730,???? ?????? ???? ????,Negative
1731,???? ?????? ?? ????????,Positive
1732,???? ???? ???? ??? ???? ???? ??? ????? ?????,Positive
1733,???? ?????? ?? ???? ?????? ?????? ???????,Positive
1734,???? ?????? ?? ?? ??????? ??? ?? ??????,Positive
1735,???? ???? ??????? ?????? ?????? ??? ?? ?????? ???? ???,Positive
1736,???? ???? ??? ??? ??????? ???????,Positive
1737,???? ????? ??? ???? ????? ???? ??????,Positive
1738,???? ???? ?? ???? ??????? ??? ?? ???? ???? ???? ?? ?? ??? ???? ???? ??? ?????????,Positive
1739,???? ??? ???????? ????? ?????? ???? ????? ???? ?????,Positive
1740,???? ????? ???? ?????? ??? ?? ??? ?????,Positive
1741,???? ???? ???? ????? ???????? ??? ?? ????? ???? ?????? ?? ??? ?????? ???????,Positive
1742,???? ?????? ??? ?????? ???????? ???? ???? ???,Positive
1743,???? ??? ????? ??????? ???? ?????? ??????? ??? ????? ???? ?????,Positive
1744,???? ????? ??? ??? ?????? ??? ?? ?? ????? ??????,Positive
1745,???? ?????? ????? ??? ???? ??? ???? ???? ????? ???,Positive
1746,???? ?????? ?????? ??????? ??? ?????,Positive
1747,???? ??? ?????? ???? ?????? ??????,Positive
1748,???? ????? ??? ??? ??? ???,Positive
1749,???? ????? ???? ?????? ?? ????,Positive
1750,???? ????? ??????? ???? ?????,Positive
1751,???? ???? ?????? ????,Positive
1752,???? ???? ??????,Positive
1753,???? ????? ??? ????? ????? ?? ???? ?????? ?????,Positive
1754,???? ?????? ??? ????? ?????? ??????? ??? ??? ?????? ??????,Positive
1755,???? ?????? ????? ??? ????? ???? ??????,Positive
1756,????? ??? ?? ????? ???????? ??????? ????? ??? ??? ???? ?????,Positive
1757,???? ????? ??????? ??? ????? ? ?????,Negative
1758,"???? ?? ??? ?? ??? ??? ? ??? ???? ??? ? ?????",Negative
1759,????? ?? ???? ??????? ?????,Positive
1760,??? ?? ???? ??? ?????,Positive
1761,???????? ??? ???? ? ??? ??????,Negative
1762,??? ????? ?? ????? ??????? ??? ????,Positive
1763,??? ??? ??????? ?????? ???????? ??? ?????? ???????,Negative
1764,??? ??? ?????? ?? ????? ???? ?? ???????,Positive
1765,??? ??? ?? ???? ???????? ????? ?? ???? ?????? ?????? ??????,Positive
1766,??? ??? ?? ?? ???? ?? ???? ???? ?? ???? ?? ???? ?? ???? ??????? ?? ???? ???? ??? ???? ???? ??? ????? ?????? ???????? ???? ?????,Negative
1767,???? ????? ??? ???? ???? ??? ????? ?????? ??????? ??? ?????,Negative
1768,???? ?????,Negative
1769,???? ???? ?? ?????,Negative
1770,???? ?????? ???????,Negative
1771,???? ?? ???? ???? ????,Positive
1772,???? ????? ???? ??????,Positive
1773,???? ??? ?????? ??????,Negative
1774,??? ????? ?????? ?? ?????,Positive
1775,?????? ? ?????? ?????? ?? ???? ???? ????? ?????? ?????? ?? ?? ???????? ???????,Negative
1776,?? ????? ??? ??? ?? ????? ???????,Negative
1777,?? ???? ???? ??? ??????,Negative
1778,????? ?????? ?? ??????? ???????? ???? ?????? ?????? ??????? ???????? ???? ??? ?????????? ?????????. ,Positive
1779,????? ???????,Positive
1780,???? ?????? ???? ???? ???????? ???? ?? ???? ???? ??? ???? ?????? ?????? ???? ?? ?????? ??????,Negative
1781,???? ??? ???? ????? ????? ????? ??????? ????? ?? ???? ??? ????? ???? ??????? ???? ????,Negative
1782,???? ???? ????  ?? ??? ??? ??? ??? ???? ????? ???? ??????? ???? ???? ????? ?? ???? ??? ?????,Negative
1783,"???? ?? ?????? ?????? ????? ????? ? ???? ??? ???",Negative
1784,???? ?? ?????? ????? ?????? ?? ????? ??? ?? ?? ??,Negative
1785,???? ?? ????? ??? ????????? ???? ???? ?????? ????? ???? ???? ???,Negative
1786,???? ??? ????? ????? ????? ??? ???? ?? ???? ???? ?????? ??? ???? ?????,Negative
1787,???? ????? ?? ???? ??????? ???? ????? ???????? ????? ???? ?????? ????????,Negative
1788,???? ??? ?????? ??????? ????????,Negative
1789,???? ??? ???????,Negative
1790,???? ??? ??? ?? ?????,Negative
1791,???? ??? ?? ??????? ??,Negative
1792,???? ??? ??????? ????????,Negative
1793,???? ?????? ??? ???? ???,Negative
1794,???? ?? ???????,Negative
1795,???? ?? ???????,Negative
1796,???? ??? ?????,Negative
1797,????? ??? ????,Negative
1798,????? ?????? ????? ??????? ??? ?????? ??????? ???  ????? ??????   ????? ?????   ????? ?????   ????? ????,Positive
1799,???? ???? ????? ?? ??????,Positive
1800,???? ???? ?? ????,Positive
